id,svid,constellation,cn0,agc,azimuth_deg,elevation_deg,fileName,CONUS,fileID,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24
25,21,Glonass,30.8,5.94,306,5,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
26,4,Glonass,38.9,5.94,47,47,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
27,10,GPS,35.4,-3.15,213,51,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
28,13,GPS,34.3,-3.15,45,7,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
29,15,GPS,41,-3.15,78,28,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
30,16,GPS,41.6,-3.15,282,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
31,20,GPS,41.3,-3.15,213,81,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
32,21,GPS,40.1,-3.15,22,61,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
33,26,GPS,45,-3.15,241,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
34,27,GPS,31.5,-3.15,314,22,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
35,29,GPS,40.4,-3.15,120,30,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
36,10,Glonass,35.5,5.94,265,16,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
37,9,Glonass,33.3,5.94,219,4,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
38,5,Glonass,35.7,5.94,150,60,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
39,20,Glonass,38.3,5.94,345,46,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
40,19,Glonass,33.2,5.94,74,40,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
41,4,Glonass,34.3,5.94,47,47,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
42,10,GPS,40.4,-3.15,213,51,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
43,13,GPS,32.9,-3.15,45,7,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
44,15,GPS,38.8,-3.15,78,28,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
45,16,GPS,37.4,-3.15,282,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
46,20,GPS,42.6,-3.15,213,81,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
47,21,GPS,40.2,-3.15,22,61,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
48,26,GPS,44.1,-3.15,241,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
49,27,GPS,37.6,-3.15,314,22,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
50,29,GPS,42,-3.15,120,30,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
51,32,GPS,34.7,-3.15,0,0,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
52,10,Glonass,29,5.94,265,16,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
53,18,Glonass,31.8,5.94,106,2,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
54,20,Glonass,36.5,5.94,345,46,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
55,19,Glonass,31.1,5.94,74,40,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
56,4,Glonass,37,5.94,47,47,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
57,10,GPS,39.9,-3.15,213,51,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
58,13,GPS,34.2,-3.15,45,7,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
59,15,GPS,37.8,-3.15,78,28,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
60,16,GPS,41.7,-3.15,282,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
61,20,GPS,40.1,-3.15,213,81,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
62,21,GPS,34.6,-3.15,22,61,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
63,26,GPS,42.7,-3.15,241,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
64,27,GPS,42.1,-3.15,314,22,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
65,29,GPS,40.3,-3.15,120,30,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
66,32,GPS,31.6,-3.15,0,0,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
67,10,Glonass,32.5,5.94,265,16,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
68,18,Glonass,31.3,5.94,106,2,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
69,9,Glonass,29.8,5.94,219,4,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
70,5,Glonass,32.1,5.94,150,60,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
71,20,Glonass,36,5.94,345,46,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
72,19,Glonass,32.5,5.94,74,40,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
73,21,Glonass,30.9,5.94,306,5,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
74,4,Glonass,35.6,5.94,47,47,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
75,10,GPS,38.3,-3.15,213,51,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
76,13,GPS,30.1,-3.15,45,7,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
77,15,GPS,38,-3.15,78,28,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
78,16,GPS,41,-3.15,282,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
79,20,GPS,40,-3.15,213,81,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
80,21,GPS,35.5,-3.15,22,61,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
81,26,GPS,43.8,-3.15,241,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
82,27,GPS,38.5,-3.15,314,22,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
83,29,GPS,37.5,-3.15,120,30,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
84,18,Glonass,28.3,5.94,106,2,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
85,11,Glonass,32.7,5.94,317,9,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
86,5,Glonass,34.5,5.94,150,60,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
87,19,Glonass,35.9,5.94,74,40,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
88,4,Glonass,39.8,5.94,47,47,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
89,10,GPS,42.6,-3.15,213,51,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
90,13,GPS,28.3,-3.15,45,7,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
91,15,GPS,42.3,-3.15,78,28,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
92,16,GPS,38.2,-3.15,282,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
93,20,GPS,36.2,-3.15,213,81,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
94,21,GPS,31,-3.15,22,61,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
95,26,GPS,38.5,-3.15,241,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
96,27,GPS,31.4,-3.15,314,22,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
97,29,GPS,33.5,-3.15,120,30,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
98,32,GPS,34.2,-3.15,0,0,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
99,9,Glonass,29.1,5.94,219,4,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
100,11,Glonass,31,5.94,317,9,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
101,5,Glonass,42.8,5.94,150,60,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
102,20,Glonass,30.4,5.94,345,46,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
103,19,Glonass,26.6,5.94,74,40,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
104,21,Glonass,28.5,5.94,306,5,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
105,4,Glonass,27.4,5.94,47,47,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
106,10,GPS,37.7,-3.15,213,51,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
107,15,GPS,40.4,-3.15,78,28,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
108,16,GPS,35.1,-3.15,282,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
109,20,GPS,44.2,-3.15,213,81,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
110,21,GPS,34.4,-3.15,22,61,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
111,26,GPS,32.5,-3.15,241,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
112,27,GPS,35.7,-3.15,314,22,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
113,29,GPS,30.8,-3.15,120,30,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
114,10,Glonass,27.5,5.94,265,16,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
115,18,Glonass,31.4,5.94,106,2,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
116,9,Glonass,33.1,5.94,219,4,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
117,5,Glonass,42.3,5.94,150,60,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
118,20,Glonass,32.1,5.94,345,46,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
119,19,Glonass,31.8,5.94,74,40,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
120,4,Glonass,36.8,5.94,47,47,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
121,10,GPS,32.4,-3.15,213,51,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
122,15,GPS,41.7,-3.15,78,28,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
123,16,GPS,31.4,-3.15,282,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
124,20,GPS,45.6,-3.15,213,81,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
125,21,GPS,31.9,-3.15,22,61,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
126,27,GPS,35.7,-3.15,314,22,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
127,29,GPS,36.9,-3.15,120,30,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
128,32,GPS,25.5,-3.15,0,0,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
129,11,Glonass,31.1,5.94,317,9,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
130,5,Glonass,44.8,5.94,150,60,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
131,20,Glonass,29.2,5.94,345,46,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
132,19,Glonass,29.9,5.94,74,40,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
133,4,Glonass,38.4,5.94,47,47,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
134,10,GPS,37,-3.15,213,51,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
135,15,GPS,43.2,-3.15,78,28,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
136,16,GPS,37.2,-3.15,282,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
137,20,GPS,44.7,-3.15,213,81,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
138,21,GPS,33,-3.15,22,61,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
139,26,GPS,40.1,-3.15,241,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
140,27,GPS,36.4,-3.15,314,22,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
141,29,GPS,40.9,-3.15,120,30,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
142,18,Glonass,27.1,5.94,106,2,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
143,9,Glonass,31.9,5.94,219,4,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
144,11,Glonass,32.6,5.94,317,9,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
145,5,Glonass,45.1,5.94,150,60,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
146,20,Glonass,28.6,5.94,345,46,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
147,19,Glonass,30.6,5.94,74,40,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
148,21,Glonass,28.4,5.94,306,5,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
149,4,Glonass,35,5.94,47,47,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
150,10,GPS,35.1,-3.15,213,51,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
151,15,GPS,39.5,-3.15,78,28,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
152,16,GPS,36,-3.15,282,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
153,20,GPS,44.5,-3.15,213,81,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
154,21,GPS,38.7,-3.15,22,61,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
155,26,GPS,37.9,-3.15,241,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
156,27,GPS,34.5,-3.15,314,22,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
157,29,GPS,28.9,-3.15,120,30,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
158,10,Glonass,24.3,5.94,265,16,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
159,9,Glonass,27.7,5.94,219,4,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
160,11,Glonass,28.2,5.94,317,9,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
161,5,Glonass,42.6,5.94,150,60,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
162,20,Glonass,29.1,5.94,345,46,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
163,19,Glonass,30.4,5.94,74,40,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
164,21,Glonass,28,5.94,306,5,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
165,4,Glonass,33.5,5.94,47,47,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
166,10,GPS,38.4,-3.15,213,51,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
167,13,GPS,28.2,-3.15,45,7,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
168,15,GPS,29.8,-3.15,78,28,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
169,16,GPS,28.7,-3.15,282,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
170,20,GPS,39.8,-3.15,213,81,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
171,21,GPS,31.1,-3.15,22,61,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
172,29,GPS,31.2,-3.15,120,30,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
173,32,GPS,23.1,-3.15,178,1,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
174,9,Glonass,27,5.94,219,4,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
175,11,Glonass,24.9,5.94,317,9,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
176,5,Glonass,42.5,5.94,150,60,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
177,19,Glonass,24.9,5.94,74,40,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
178,21,Glonass,31.3,5.94,306,5,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
179,4,Glonass,28.8,5.94,47,47,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
180,10,GPS,35.8,-3.15,213,51,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
181,13,GPS,23.6,-3.15,45,7,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
182,16,GPS,28.3,-3.15,282,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
183,20,GPS,39.4,-3.15,213,81,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
184,21,GPS,23.9,-3.15,22,61,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
185,26,GPS,27.6,-3.15,241,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
186,27,GPS,30.1,-3.15,314,22,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
187,29,GPS,32.7,-3.15,120,30,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
188,10,Glonass,31.2,5.94,265,16,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
189,9,Glonass,30.9,5.94,219,4,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
190,11,Glonass,31.6,5.94,317,9,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
191,5,Glonass,43,5.94,150,60,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
192,19,Glonass,25.2,5.94,74,40,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
193,21,Glonass,31,5.94,306,5,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
194,4,Glonass,27.8,5.94,47,47,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
195,10,GPS,31.5,-3.15,213,51,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
196,13,GPS,26.7,-3.15,45,7,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
197,15,GPS,32.8,-3.15,78,28,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
198,16,GPS,33.6,-3.15,282,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
199,20,GPS,40.9,-3.15,213,81,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
200,21,GPS,26,-3.15,22,61,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
201,26,GPS,36.1,-3.15,241,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
202,27,GPS,27,-3.15,314,22,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
203,29,GPS,32.9,-3.15,120,30,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
204,10,Glonass,33.4,5.94,265,16,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
205,9,Glonass,26.2,5.94,219,4,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
206,11,Glonass,30.7,5.94,317,9,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
207,5,Glonass,40.7,5.94,150,60,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
208,21,Glonass,25.5,5.94,306,5,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
209,4,Glonass,28.9,5.94,47,47,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
210,10,GPS,30.7,-3.15,213,51,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
211,13,GPS,26.4,-3.15,45,7,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
212,15,GPS,29.8,-3.15,78,28,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
213,16,GPS,33.9,-3.15,282,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
214,20,GPS,39.2,-3.15,213,81,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
215,21,GPS,26,-3.15,22,61,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
216,26,GPS,37.2,-3.15,241,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
217,27,GPS,29.4,-3.15,314,22,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
218,29,GPS,31.7,-3.15,120,30,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
219,10,Glonass,30.1,5.94,265,16,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
220,9,Glonass,27.6,5.94,219,4,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
221,11,Glonass,30.5,5.94,317,9,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
222,5,Glonass,39.8,5.94,150,60,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
223,19,Glonass,24.1,5.94,74,40,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
224,4,Glonass,29.4,5.94,47,47,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
225,10,GPS,34,-3.15,213,51,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
226,15,GPS,32.8,-3.15,78,28,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
227,16,GPS,28.7,-3.15,282,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
228,20,GPS,41.1,-3.15,213,81,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
229,21,GPS,28,-3.15,22,61,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
230,26,GPS,31.3,-3.15,241,42,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
231,27,GPS,31.7,-3.15,314,22,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
232,29,GPS,33.7,-3.15,120,30,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
233,32,GPS,27.1,-3.15,178,1,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
234,10,Glonass,28,5.94,265,16,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
235,9,Glonass,26.8,5.94,219,4,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
236,11,Glonass,30.9,5.94,317,9,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
237,5,Glonass,40.2,5.94,150,60,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
238,19,Glonass,28.1,5.94,74,40,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
239,21,Glonass,26.1,5.94,306,5,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
240,4,Glonass,23.6,5.94,47,47,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
241,10,GPS,34.2,-3.15,213,51,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
242,13,GPS,26,-3.15,45,7,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
243,15,GPS,31.6,-3.15,78,28,TORGI-GNSS-20180911T085410.772Z.gpkg,0,Control-24,,,
