id,svid,constellation,cn0,agc,azimuth_deg,elevation_deg,fileName,CONUS,fileID,,,,,,
11826,29,GPS,35.4,0.13,47,60,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11827,31,GPS,23.1,0.13,254,17,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11828,22,Glonass,33.2,6.98,46,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11829,13,Glonass,25.2,6.98,271,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11830,12,Glonass,27,6.98,202,21,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11831,23,Glonass,28,6.98,326,44,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11832,7,Glonass,28,6.98,66,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11833,8,Glonass,30.5,6.98,129,32,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11834,5,GPS,33.9,0.13,46,23,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11835,20,GPS,32.2,0.13,194,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11836,21,GPS,34.2,0.13,272,57,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11837,25,GPS,27.3,0.13,165,41,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11838,26,GPS,29.7,0.13,309,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11839,29,GPS,33.2,0.13,47,60,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11840,31,GPS,27,0.13,254,17,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11841,22,Glonass,33,6.98,46,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11842,13,Glonass,25.3,6.98,271,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11843,12,Glonass,27.3,6.98,202,21,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11844,23,Glonass,27.3,6.98,326,44,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11845,7,Glonass,25.4,6.98,66,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11846,8,Glonass,29.1,6.98,129,32,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11847,5,GPS,33.1,0.13,46,23,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11848,20,GPS,31.3,0.13,194,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11849,21,GPS,32.1,0.13,272,57,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11850,25,GPS,24.6,0.13,165,41,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11851,26,GPS,25.8,0.13,309,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11852,29,GPS,33,0.13,47,60,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11853,31,GPS,27.6,0.13,254,17,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11854,22,Glonass,33.9,6.98,46,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11855,13,Glonass,25.9,6.98,271,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11856,12,Glonass,25.4,6.98,202,21,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11857,23,Glonass,27.9,6.98,326,44,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11858,7,Glonass,26.2,6.98,66,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11859,8,Glonass,30.8,6.98,129,32,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11860,5,GPS,33.8,0.13,46,23,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11861,20,GPS,31.5,0.13,194,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11862,21,GPS,33.1,0.13,272,57,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11863,25,GPS,23.9,0.13,165,41,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11864,26,GPS,27,0.13,309,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11865,29,GPS,34.9,0.13,47,60,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11866,31,GPS,28.7,0.13,254,17,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11867,22,Glonass,33.3,6.98,46,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11868,13,Glonass,26,6.98,271,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11869,12,Glonass,25.7,6.98,202,21,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11870,23,Glonass,28.5,6.98,326,44,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11871,7,Glonass,27,6.98,66,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11872,8,Glonass,29.9,6.98,129,32,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11873,5,GPS,34.8,0.13,46,23,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11874,20,GPS,30.6,0.13,194,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11875,21,GPS,33,0.13,272,57,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11876,25,GPS,23.5,0.13,165,41,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11877,26,GPS,26.4,0.13,309,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11878,29,GPS,34.4,0.13,47,60,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11879,31,GPS,29,0.13,254,17,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11880,22,Glonass,33.6,6.98,46,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11881,13,Glonass,24.1,6.98,271,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11882,12,Glonass,26.3,6.98,202,21,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11883,23,Glonass,27.5,6.98,326,44,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11884,7,Glonass,27.4,6.98,66,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11885,8,Glonass,28.4,6.98,129,32,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11886,5,GPS,33.2,0.13,46,23,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11887,20,GPS,30.6,0.13,194,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11888,21,GPS,32.9,0.13,272,57,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11889,25,GPS,25,0.13,165,41,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11890,26,GPS,28.4,0.13,309,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11891,29,GPS,34.9,0.13,47,60,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11892,31,GPS,25.4,0.13,254,17,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11893,22,Glonass,34.1,6.98,46,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11894,13,Glonass,27,6.98,271,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11895,12,Glonass,27.5,6.98,202,21,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11896,23,Glonass,28.3,6.98,326,44,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11897,7,Glonass,27.2,6.98,66,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11898,8,Glonass,30.7,6.98,129,32,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11899,5,GPS,34.2,0.13,46,23,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11900,20,GPS,31.1,0.13,194,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11901,21,GPS,33.3,0.13,272,57,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11902,25,GPS,23.2,0.13,165,41,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11903,26,GPS,27.5,0.13,309,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11904,29,GPS,36,0.13,47,60,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11905,31,GPS,26.4,0.13,254,17,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11906,22,Glonass,34.1,6.98,46,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11907,13,Glonass,26.6,6.98,271,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11908,12,Glonass,26,6.98,202,21,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11909,23,Glonass,28.8,6.98,326,44,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11910,7,Glonass,28.7,6.98,66,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11911,8,Glonass,30.9,6.98,129,32,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11912,5,GPS,35.1,0.13,46,23,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11913,20,GPS,33,0.13,194,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11914,21,GPS,33.7,0.13,272,57,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11915,25,GPS,24.9,0.13,165,41,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11916,26,GPS,30.9,0.13,309,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11917,29,GPS,35.8,0.13,47,60,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11918,31,GPS,26.9,0.13,254,17,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11919,22,Glonass,32,6.98,46,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11920,13,Glonass,25.9,6.98,271,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11921,12,Glonass,25.8,6.98,202,21,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11922,23,Glonass,27.1,6.98,326,44,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11923,7,Glonass,27,6.98,66,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11924,8,Glonass,28.5,6.98,129,32,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11925,5,GPS,33.4,0.13,46,23,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11926,20,GPS,29.8,0.13,194,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11927,21,GPS,32.2,0.13,272,57,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11928,25,GPS,24.6,0.13,165,41,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11929,26,GPS,28.4,0.13,309,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11930,29,GPS,34.1,0.13,47,60,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11931,31,GPS,26.2,0.13,254,17,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11932,22,Glonass,33.2,6.98,46,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11933,13,Glonass,25.3,6.98,271,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11934,12,Glonass,24.7,6.98,202,21,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11935,23,Glonass,26.5,6.98,326,44,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11936,7,Glonass,24.6,6.98,66,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11937,8,Glonass,28.2,6.98,129,32,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11938,5,GPS,32.5,0.13,46,23,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11939,20,GPS,30.7,0.13,194,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11940,21,GPS,31.5,0.13,272,57,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11941,25,GPS,23.7,0.13,165,41,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11942,26,GPS,28.4,0.13,309,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11943,29,GPS,34.7,0.13,47,60,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11944,31,GPS,25.6,0.13,254,17,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11945,22,Glonass,32.1,6.98,46,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11946,13,Glonass,24.6,6.98,271,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11947,12,Glonass,26.1,6.98,202,21,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11948,23,Glonass,26.2,6.98,326,44,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11949,7,Glonass,26.8,6.98,66,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11950,8,Glonass,28.9,6.98,129,32,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11951,5,GPS,33.2,0.13,46,23,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11952,20,GPS,31.5,0.13,194,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11953,21,GPS,32.3,0.13,272,57,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11954,25,GPS,23.4,0.13,165,41,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11955,26,GPS,27.3,0.13,309,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11956,29,GPS,35.3,0.13,47,60,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11957,31,GPS,26.5,0.13,254,17,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11958,22,Glonass,33.2,6.98,46,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11959,13,Glonass,26,6.98,271,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11960,12,Glonass,26.8,6.98,202,21,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11961,23,Glonass,27.5,6.98,326,44,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11962,7,Glonass,25.8,6.98,66,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11963,8,Glonass,29,6.98,129,32,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11964,5,GPS,33.4,0.13,46,23,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11965,20,GPS,31.4,0.13,194,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11966,21,GPS,32.3,0.13,272,57,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11967,25,GPS,23.1,0.13,165,41,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11968,26,GPS,28,0.13,309,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11969,29,GPS,35.3,0.13,47,60,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11970,31,GPS,26.3,0.13,254,17,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11971,22,Glonass,33.5,6.98,46,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11972,13,Glonass,25.7,6.98,271,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11973,12,Glonass,25.7,6.98,202,21,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11974,23,Glonass,26.5,6.98,326,44,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11975,7,Glonass,27.5,6.98,66,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11976,8,Glonass,29.4,6.98,129,32,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11977,5,GPS,32.6,0.13,46,23,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11978,20,GPS,30.5,0.13,194,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11979,21,GPS,31.2,0.13,272,57,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11980,25,GPS,23.1,0.13,165,41,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11981,26,GPS,27.9,0.13,309,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11982,29,GPS,34.6,0.13,47,60,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11983,31,GPS,25.8,0.13,254,17,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11984,22,Glonass,33.9,6.98,46,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11985,13,Glonass,26,6.98,271,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11986,12,Glonass,26.1,6.98,202,21,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11987,23,Glonass,26.8,6.98,326,44,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11988,7,Glonass,27.2,6.98,66,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11989,8,Glonass,30.6,6.98,129,32,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11990,5,GPS,33.3,0.13,46,23,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11991,20,GPS,32,0.13,194,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11992,21,GPS,32.9,0.13,272,57,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11993,26,GPS,27,0.13,309,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11994,29,GPS,35.7,0.13,47,60,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11995,31,GPS,28.3,0.13,254,17,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11996,22,Glonass,35,6.98,46,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11997,13,Glonass,28.4,6.98,271,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11998,12,Glonass,28,6.98,202,21,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
11999,23,Glonass,29,6.98,326,44,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12000,7,Glonass,28.5,6.98,66,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12001,8,Glonass,31.7,6.98,129,32,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12002,5,GPS,33.4,0.13,46,23,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12003,20,GPS,32.1,0.13,194,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12004,21,GPS,34.3,0.13,272,57,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12005,25,GPS,24.5,0.13,165,41,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12006,26,GPS,30.2,0.13,309,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12007,29,GPS,36.5,0.13,47,60,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12008,31,GPS,29,0.13,254,17,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12009,22,Glonass,34.2,6.98,46,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12010,13,Glonass,27.4,6.98,271,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12011,12,Glonass,27,6.98,202,21,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12012,23,Glonass,27.5,6.98,326,44,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12013,7,Glonass,28.6,6.98,66,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12014,8,Glonass,32,6.98,129,32,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12015,5,GPS,33.5,0.13,46,23,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12016,20,GPS,33.2,0.13,194,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12017,21,GPS,33.8,0.13,272,57,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12018,25,GPS,24,0.13,165,41,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12019,26,GPS,28.7,0.13,309,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12020,29,GPS,36.2,0.13,47,60,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12021,31,GPS,29.6,0.13,254,17,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12022,6,Glonass,23.5,6.98,23,5,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12023,22,Glonass,34.2,6.98,46,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12024,13,Glonass,26.2,6.98,271,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12025,12,Glonass,25.6,6.98,202,21,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12026,23,Glonass,28,6.98,326,44,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12027,7,Glonass,27.8,6.98,66,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12028,8,Glonass,30.4,6.98,129,32,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12029,5,GPS,33.3,0.13,46,23,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12030,20,GPS,31.7,0.13,194,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12031,21,GPS,33.2,0.13,272,57,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12032,26,GPS,30.1,0.13,309,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12033,29,GPS,35.7,0.13,47,60,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12034,31,GPS,29.7,0.13,254,17,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12035,22,Glonass,34,6.98,46,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12036,13,Glonass,25.6,6.98,271,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12037,12,Glonass,26.4,6.98,202,21,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12038,23,Glonass,28.3,6.98,326,44,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12039,7,Glonass,29.7,6.98,66,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12040,8,Glonass,31.3,6.98,129,32,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12041,5,GPS,32.2,0.13,46,23,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12042,20,GPS,31.7,0.13,194,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12043,21,GPS,33.6,0.13,272,57,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12044,26,GPS,30.3,0.13,309,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12045,29,GPS,35.7,0.13,47,60,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12046,31,GPS,29.1,0.13,254,17,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12047,22,Glonass,35,6.98,46,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12048,13,Glonass,26.5,6.98,271,42,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12049,12,Glonass,27.4,6.98,202,21,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12050,23,Glonass,29.6,6.98,326,44,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12051,7,Glonass,28,6.98,66,34,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12052,8,Glonass,31.2,6.98,129,32,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12053,5,GPS,33.2,0.13,46,23,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12054,20,GPS,32.8,0.13,194,26,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12055,21,GPS,33.9,0.13,272,57,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
12056,25,GPS,23.8,0.13,165,41,TORGI-GNSS-20180907T045903.103Z.gpkg,0,Control-10,,,,,,
